gameID,Date,Team,RA_ROW,Opponent,Month,Year,Game,Home,B2B,Opp.B2B,Diff,PTS,Opp.PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,TRB,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FGM,Opp.FGA,Opp.FG%,Opp.3PM,Opp.3PA,Opp.3P%,Opp.FTM,Opp.FTA,Opp.FT%,Opp.ORB,Opp.TRB,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
37MIL42745,1/10/2017,MIL,FALSE,SAS,1,2017,37,0,0,0,2,109,107,44,84,0.524,10,19,0.526,11,13,0.846,11,38,32,8,6,12,18,42,88,0.477,12,30,0.4,11,14,0.786,13,41,22,5,7,14,10
38MIL42748,1/13/2017,MIL,FALSE,MIA,1,2017,38,1,0,0,8,116,108,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21
39MIL42750,1/15/2017,MIL,FALSE,ATL,1,2017,39,0,0,0,-13,98,111,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20
40MIL42751,1/16/2017,MIL,FALSE,PHI,1,2017,40,1,1,0,-9,104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23
41MIL42753,1/18/2017,MIL,FALSE,HOU,1,2017,41,0,0,1,-19,92,111,37,93,0.398,7,28,0.25,11,14,0.786,15,50,26,8,8,18,14,43,95,0.453,14,44,0.318,11,15,0.733,13,46,25,9,12,10,17
42MIL42755,1/20/2017,MIL,TRUE,ORL,1,2017,42,0,0,0,-16,96,112,34,83,0.41,10,25,0.4,18,26,0.692,10,40,21,6,3,12,25,40,87,0.46,8,28,0.286,24,31,0.774,14,53,25,9,6,9,24
43MIL42756,1/21/2017,MIL,TRUE,MIA,1,2017,43,0,1,0,-12,97,109,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24
44MIL42758,1/23/2017,MIL,TRUE,HOU,1,2017,44,1,0,0,13,127,114,47,80,0.588,11,23,0.478,22,27,0.815,7,37,31,17,6,19,20,39,77,0.506,14,35,0.4,22,28,0.786,5,28,26,11,4,21,22
45MIL42760,1/25/2017,MIL,TRUE,PHI,1,2017,45,1,0,1,-5,109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21
46MIL42762,1/27/2017,MIL,TRUE,TOR,1,2017,46,0,0,0,-16,86,102,31,80,0.388,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22,37,84,0.44,10,25,0.4,18,23,0.783,12,47,20,9,10,14,19
47MIL42763,1/28/2017,MIL,TRUE,BOS,1,2017,47,1,1,1,-4,108,112,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23
48MIL42767,2/1/2017,MIL,TRUE,UTA,2,2017,48,0,0,0,-16,88,104,32,73,0.438,9,23,0.391,15,25,0.6,9,39,19,10,7,17,21,36,78,0.462,11,29,0.379,21,27,0.778,11,46,22,11,2,15,23
49MIL42769,2/3/2017,MIL,TRUE,DEN,2,2017,49,0,0,0,-4,117,121,45,83,0.542,9,24,0.375,18,23,0.783,6,38,26,9,13,18,26,40,89,0.449,9,28,0.321,32,44,0.727,18,48,31,8,5,14,13
50MIL42770,2/4/2017,MIL,TRUE,PHO,2,2017,50,0,1,1,25,137,112,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28
51MIL42774,2/8/2017,MIL,TRUE,MIA,2,2017,51,1,0,0,-18,88,106,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21
52MIL42776,2/10/2017,MIL,TRUE,LAL,2,2017,52,1,0,0,-8,114,122,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24
53MIL42777,2/11/2017,MIL,TRUE,IND,2,2017,53,0,1,1,16,116,100,35,73,0.479,17,31,0.548,29,37,0.784,8,37,28,7,6,6,18,35,73,0.479,10,22,0.455,20,24,0.833,8,36,19,2,6,14,25
54MIL42779,2/13/2017,MIL,TRUE,DET,2,2017,54,1,0,1,13,102,89,40,79,0.506,6,21,0.286,16,16,1,5,33,26,9,2,11,17,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18
55MIL42781,2/15/2017,MIL,TRUE,BRK,2,2017,55,0,0,0,4,129,125,50,88,0.568,7,15,0.467,22,32,0.688,7,39,27,16,3,10,19,46,88,0.523,14,36,0.389,19,23,0.826,9,42,30,7,8,17,21
56MIL42790,2/24/2017,MIL,TRUE,UTA,2,2017,56,1,0,0,-14,95,109,32,74,0.432,7,18,0.389,24,29,0.828,10,35,15,5,1,15,27,37,74,0.5,8,23,0.348,27,30,0.9,9,41,23,8,5,14,26
57MIL42792,2/26/2017,MIL,TRUE,PHO,2,2017,57,1,0,0,4,100,96,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22
58MIL42793,2/27/2017,MIL,TRUE,CLE,2,2017,58,0,1,0,-7,95,102,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11
59MIL42795,3/1/2017,MIL,TRUE,DEN,3,2017,59,1,0,1,-12,98,110,38,83,0.458,9,18,0.5,13,15,0.867,10,34,26,8,5,13,19,41,84,0.488,10,33,0.303,18,20,0.9,14,45,21,8,2,14,15
60MIL42797,3/3/2017,MIL,TRUE,LAC,3,2017,60,1,0,0,11,112,101,44,80,0.55,10,25,0.4,14,15,0.933,3,25,35,11,4,10,27,36,64,0.563,8,19,0.421,21,36,0.583,7,38,23,4,1,23,18
61MIL42798,3/4/2017,MIL,TRUE,TOR,3,2017,61,1,1,1,7,101,94,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23
62MIL42800,3/6/2017,MIL,TRUE,PHI,3,2017,62,0,0,0,14,112,98,41,83,0.494,14,33,0.424,16,20,0.8,9,41,28,7,7,12,16,39,89,0.438,8,30,0.267,12,19,0.632,14,42,30,5,3,12,20
63MIL42802,3/8/2017,MIL,TRUE,NYK,3,2017,63,1,0,0,11,104,93,37,86,0.43,8,26,0.308,22,28,0.786,12,46,26,9,4,8,13,39,84,0.464,7,21,0.333,8,12,0.667,10,43,22,4,6,15,20
64MIL42804,3/10/2017,MIL,TRUE,IND,3,2017,64,1,0,0,14,99,85,33,64,0.516,7,17,0.412,26,30,0.867,5,34,17,13,6,20,21,33,75,0.44,2,18,0.111,17,22,0.773,8,36,15,14,3,18,24
65MIL42805,3/11/2017,MIL,TRUE,MIN,3,2017,65,1,1,1,7,102,95,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22
66MIL42807,3/13/2017,MIL,TRUE,MEM,3,2017,66,0,0,0,-20,93,113,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20
67MIL42809,3/15/2017,MIL,TRUE,LAC,3,2017,67,0,0,0,1,97,96,34,76,0.447,10,29,0.345,19,25,0.76,4,36,22,8,2,11,25,35,75,0.467,5,24,0.208,21,29,0.724,6,42,23,3,4,15,20
68MIL42811,3/17/2017,MIL,TRUE,LAL,3,2017,68,0,0,0,4,107,103,40,82,0.488,4,24,0.167,23,30,0.767,10,43,22,7,9,14,25,38,84,0.452,11,29,0.379,16,26,0.615,11,40,24,7,4,14,20
69MIL42812,3/18/2017,MIL,TRUE,GSW,3,2017,69,0,1,0,-25,92,117,36,89,0.404,9,27,0.333,11,14,0.786,12,35,19,8,7,11,17,45,75,0.6,12,23,0.522,15,19,0.789,6,44,30,5,6,12,16
70MIL42815,3/21/2017,MIL,TRUE,POR,3,2017,70,0,0,0,3,93,90,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14
71MIL42816,3/22/2017,MIL,TRUE,SAC,3,2017,71,0,1,0,18,116,98,43,81,0.531,16,35,0.457,14,19,0.737,7,38,28,9,4,10,11,41,84,0.488,10,26,0.385,6,10,0.6,8,37,19,6,6,12,15
72MIL42818,3/24/2017,MIL,TRUE,ATL,3,2017,72,1,0,0,3,100,97,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19
73MIL42820,3/26/2017,MIL,TRUE,CHI,3,2017,73,1,0,0,-15,94,109,37,84,0.44,7,23,0.304,13,17,0.765,9,34,20,8,0,9,9,46,85,0.541,10,21,0.476,7,10,0.7,10,49,33,4,2,14,16
74MIL42822,3/28/2017,MIL,TRUE,CHO,3,2017,74,0,0,0,10,118,108,46,74,0.622,14,30,0.467,12,17,0.706,3,42,31,1,3,14,26,39,80,0.488,7,28,0.25,23,29,0.793,5,31,25,7,1,2,12
75MIL42823,3/29/2017,MIL,TRUE,BOS,3,2017,75,0,1,0,3,103,100,41,78,0.526,8,22,0.364,13,17,0.765,7,35,27,9,8,14,21,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18
76MIL42825,3/31/2017,MIL,TRUE,DET,3,2017,76,1,0,1,3,108,105,35,84,0.417,14,36,0.389,24,34,0.706,9,48,25,6,3,12,18,44,97,0.454,7,30,0.233,10,16,0.625,13,54,25,8,4,12,27
77MIL42827,4/2/2017,MIL,TRUE,DAL,4,2017,77,1,0,0,-4,105,109,39,77,0.506,12,34,0.353,15,18,0.833,4,33,25,9,3,13,20,38,73,0.521,14,36,0.389,19,20,0.95,4,30,25,7,1,13,18
78MIL42829,4/4/2017,MIL,TRUE,OKC,4,2017,78,0,0,0,-31,79,110,29,81,0.358,3,18,0.167,18,26,0.692,10,38,16,9,5,11,19,40,84,0.476,9,28,0.321,21,25,0.84,11,53,29,9,7,13,20
79MIL42831,4/6/2017,MIL,TRUE,IND,4,2017,79,0,0,0,-15,89,104,33,71,0.465,11,24,0.458,12,14,0.857,6,32,21,8,4,21,22,38,80,0.475,8,25,0.32,20,26,0.769,12,44,20,15,3,16,12
80MIL42833,4/8/2017,MIL,TRUE,PHI,4,2017,80,0,0,0,8,90,82,35,79,0.443,6,27,0.222,14,20,0.7,6,43,18,10,4,15,21,27,77,0.351,8,31,0.258,20,23,0.87,10,47,23,9,1,17,16
81MIL42835,4/10/2017,MIL,TRUE,CHO,4,2017,81,1,0,0,10,89,79,35,78,0.449,16,27,0.593,3,5,0.6,8,46,28,4,3,16,14,33,81,0.407,5,18,0.278,8,13,0.615,7,39,21,11,5,9,10
82MIL42837,4/12/2017,MIL,TRUE,BOS,4,2017,82,0,0,0,-18,94,112,37,84,0.44,6,23,0.261,14,17,0.824,9,43,26,6,9,17,20,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17
1MIL43026,10/18/2017,MIL,TRUE,BOS,10,2017,1,0,0,1,8,108,100,38,76,0.5,7,21,0.333,25,30,0.833,6,45,19,6,4,15,22,39,91,0.429,11,28,0.393,11,21,0.524,11,43,23,12,2,12,27
2MIL43028,10/20/2017,MIL,TRUE,CLE,10,2017,2,1,0,0,-19,97,116,38,82,0.463,11,35,0.314,10,12,0.833,8,30,23,9,2,14,17,44,81,0.543,11,26,0.423,17,17,1,9,44,25,8,3,17,10
3MIL43029,10/21/2017,MIL,TRUE,POR,10,2017,3,1,1,1,3,113,110,42,80,0.525,7,18,0.389,22,30,0.733,7,35,22,9,8,14,23,34,81,0.42,11,28,0.393,31,35,0.886,13,42,18,10,6,16,22
4MIL43031,10/23/2017,MIL,TRUE,CHO,10,2017,4,1,0,0,9,103,94,40,85,0.471,9,26,0.346,14,16,0.875,5,42,24,8,4,13,27,33,78,0.423,7,26,0.269,21,36,0.583,10,48,17,3,5,14,21
5MIL43034,10/26/2017,MIL,TRUE,BOS,10,2017,5,1,0,0,-7,89,96,35,77,0.455,11,25,0.44,8,14,0.571,2,37,22,6,3,16,20,33,78,0.423,11,30,0.367,19,22,0.864,6,45,21,7,4,15,14
6MIL43037,10/29/2017,MIL,TRUE,ATL,10,2017,6,0,0,0,11,117,106,44,81,0.543,13,26,0.5,16,21,0.762,5,43,30,9,3,14,27,36,77,0.468,13,29,0.448,21,26,0.808,3,31,27,9,2,16,21
7MIL43039,10/31/2017,MIL,TRUE,OKC,10,2017,7,1,0,0,-19,91,110,32,77,0.416,9,31,0.29,18,22,0.818,4,31,24,8,4,14,22,40,81,0.494,12,28,0.429,18,21,0.857,9,46,24,6,3,15,20
8MIL43040,11/1/2017,MIL,TRUE,CHO,11,2017,8,0,1,0,-5,121,126,45,91,0.495,19,36,0.528,12,15,0.8,9,40,29,3,3,14,25,45,84,0.536,14,25,0.56,22,29,0.759,7,41,21,5,3,11,18
9MIL43042,11/3/2017,MIL,TRUE,DET,11,2017,9,0,0,0,-9,96,105,39,83,0.47,10,25,0.4,8,9,0.889,7,36,27,6,6,13,24,37,78,0.474,8,26,0.308,23,28,0.821,7,39,21,10,4,12,11
10MIL43046,11/7/2017,MIL,TRUE,CLE,11,2017,10,0,0,0,-5,119,124,47,83,0.566,13,30,0.433,12,16,0.75,8,36,29,6,8,16,31,41,82,0.5,9,18,0.5,33,38,0.868,12,39,18,7,4,12,16
11MIL43049,11/10/2017,MIL,TRUE,SAS,11,2017,11,0,0,0,7,94,87,41,89,0.461,5,18,0.278,7,14,0.5,11,47,27,10,7,13,13,34,80,0.425,9,29,0.31,10,11,0.909,9,43,23,8,6,18,15
12MIL43050,11/11/2017,MIL,TRUE,LAL,11,2017,12,1,1,0,8,98,90,35,85,0.412,6,23,0.261,22,26,0.846,9,42,16,11,4,12,27,31,74,0.419,6,22,0.273,22,37,0.595,8,48,21,7,9,21,22
13MIL43052,11/13/2017,MIL,TRUE,MEM,11,2017,13,1,0,0,7,110,103,40,82,0.488,12,22,0.545,18,25,0.72,10,36,23,6,5,9,19,37,76,0.487,11,26,0.423,18,21,0.857,8,37,21,5,1,14,25
14MIL43054,11/15/2017,MIL,TRUE,DET,11,2017,14,1,0,0,4,99,95,38,78,0.487,8,22,0.364,15,21,0.714,11,43,24,10,16,15,19,30,85,0.353,15,37,0.405,20,23,0.87,17,45,23,7,3,16,20
15MIL43057,11/18/2017,MIL,TRUE,DAL,11,2017,15,0,0,1,-32,79,111,28,74,0.378,6,25,0.24,17,31,0.548,8,38,13,8,5,12,25,38,79,0.481,19,38,0.5,16,19,0.842,7,49,27,7,2,16,26
16MIL43059,11/20/2017,MIL,TRUE,WAS,11,2017,16,1,0,1,-11,88,99,35,79,0.443,4,22,0.182,14,19,0.737,6,33,17,10,7,9,19,39,74,0.527,9,24,0.375,12,17,0.706,8,46,23,4,1,16,18
17MIL43061,11/22/2017,MIL,TRUE,PHO,11,2017,17,0,0,0,6,113,107,42,97,0.433,8,29,0.276,21,31,0.677,13,42,19,16,6,14,30,37,93,0.398,7,22,0.318,26,33,0.788,22,60,15,7,9,29,26
18MIL43064,11/25/2017,MIL,TRUE,UTA,11,2017,18,0,0,0,-13,108,121,41,77,0.532,8,21,0.381,18,23,0.783,8,40,19,5,6,16,21,46,81,0.568,18,32,0.563,11,19,0.579,5,30,31,8,2,10,19
19MIL43067,11/28/2017,MIL,TRUE,SAC,11,2017,19,0,0,1,25,112,87,42,71,0.592,9,22,0.409,19,31,0.613,1,38,27,13,5,12,22,31,77,0.403,5,17,0.294,20,29,0.69,9,40,15,5,2,16,21
20MIL43069,11/30/2017,MIL,TRUE,POR,11,2017,20,0,0,0,12,103,91,42,87,0.483,6,20,0.3,13,15,0.867,5,35,19,11,5,9,20,35,83,0.422,6,23,0.261,15,17,0.882,10,50,17,5,3,19,14
21MIL43071,12/2/2017,MIL,TRUE,SAC,12,2017,21,1,0,1,5,109,104,34,69,0.493,6,19,0.316,35,42,0.833,9,36,20,9,6,15,18,37,77,0.481,11,24,0.458,19,21,0.905,6,33,20,7,1,15,28
22MIL43073,12/4/2017,MIL,TRUE,BOS,12,2017,22,0,0,0,-11,100,111,35,78,0.449,9,21,0.429,21,24,0.875,3,28,17,6,2,9,17,43,78,0.551,10,22,0.455,15,19,0.789,8,45,25,5,3,14,20
23MIL43075,12/6/2017,MIL,TRUE,DET,12,2017,23,1,0,0,4,104,100,39,79,0.494,8,22,0.364,18,26,0.692,13,41,22,7,5,12,21,36,87,0.414,10,30,0.333,18,27,0.667,17,46,20,5,0,11,20
24MIL43077,12/8/2017,MIL,TRUE,DAL,12,2017,24,1,0,0,7,109,102,36,79,0.456,8,24,0.333,29,34,0.853,7,40,20,10,6,10,24,35,75,0.467,10,24,0.417,22,26,0.846,4,36,18,6,2,11,22
25MIL43078,12/9/2017,MIL,TRUE,UTA,12,2017,25,1,1,0,17,117,100,44,81,0.543,7,17,0.412,22,26,0.846,8,41,22,8,6,11,29,33,76,0.434,8,23,0.348,26,37,0.703,9,35,20,7,3,16,23
26MIL43082,12/13/2017,MIL,TRUE,NOP,12,2017,26,0,0,0,-7,108,115,44,95,0.463,8,27,0.296,12,19,0.632,15,38,23,14,5,9,13,45,80,0.563,13,25,0.52,12,15,0.8,9,41,35,5,8,21,16
27MIL43084,12/15/2017,MIL,TRUE,CHI,12,2017,27,1,0,0,-6,109,115,40,83,0.482,9,33,0.273,20,29,0.69,9,43,24,6,5,11,24,42,86,0.488,8,22,0.364,23,35,0.657,14,50,24,8,0,12,26
28MIL43085,12/16/2017,MIL,TRUE,HOU,12,2017,28,0,1,1,-4,111,115,38,82,0.463,8,27,0.296,27,33,0.818,8,40,17,12,7,14,34,35,76,0.461,11,35,0.314,34,42,0.81,4,38,16,7,4,15,23
29MIL43088,12/19/2017,MIL,TRUE,CLE,12,2017,29,1,0,0,3,119,116,43,82,0.524,11,29,0.379,22,27,0.815,8,40,27,12,3,14,18,40,80,0.5,16,41,0.39,20,24,0.833,7,37,26,9,3,14,20
30MIL43091,12/22/2017,MIL,TRUE,CHO,12,2017,30,1,0,0,5,109,104,41,87,0.471,8,29,0.276,19,23,0.826,6,43,27,7,5,7,16,39,88,0.443,12,26,0.462,14,17,0.824,9,43,21,4,7,9,18
31MIL43092,12/23/2017,MIL,TRUE,CHO,12,2017,31,0,1,1,-5,106,111,42,87,0.483,8,26,0.308,14,17,0.824,7,35,25,4,2,9,32,36,74,0.486,9,21,0.429,30,40,0.75,9,43,22,2,7,16,20
32MIL43095,12/26/2017,MIL,TRUE,CHI,12,2017,32,1,0,0,-9,106,115,39,83,0.47,10,31,0.323,18,24,0.75,4,41,23,2,8,17,21,45,103,0.437,10,28,0.357,15,25,0.6,15,47,26,11,3,6,19
33MIL43097,12/28/2017,MIL,TRUE,MIN,12,2017,33,1,0,1,6,102,96,41,75,0.547,5,15,0.333,15,16,0.938,7,36,23,10,0,16,18,34,71,0.479,9,28,0.321,19,26,0.731,6,33,20,9,3,16,14
34MIL43098,12/29/2017,MIL,TRUE,OKC,12,2017,34,0,1,0,2,97,95,40,85,0.471,9,29,0.31,8,17,0.471,12,43,26,9,7,9,23,38,83,0.458,7,25,0.28,12,21,0.571,10,45,16,5,5,12,19
35MIL43101,1/1/2018,MIL,FALSE,TOR,1,2018,35,0,0,0,-4,127,131,44,93,0.473,13,27,0.481,26,28,0.929,10,43,27,9,3,14,23,45,91,0.495,14,33,0.424,27,33,0.818,6,40,25,8,8,12,20
36MIL43103,1/3/2018,MIL,FALSE,IND,1,2018,36,1,0,0,21,122,101,44,75,0.587,9,17,0.529,25,28,0.893,6,34,33,8,5,16,23,41,84,0.488,3,15,0.2,16,19,0.842,8,30,24,7,2,14,20
37MIL43105,1/5/2018,MIL,FALSE,TOR,1,2018,37,1,0,0,-19,110,129,41,77,0.532,7,17,0.412,21,29,0.724,5,28,26,4,4,11,23,48,86,0.558,10,33,0.303,23,28,0.821,12,43,25,9,5,11,22
38MIL43106,1/6/2018,MIL,FALSE,WAS,1,2018,38,0,1,1,7,110,103,39,80,0.488,7,22,0.318,25,30,0.833,10,45,20,11,6,15,26,37,78,0.474,8,21,0.381,21,29,0.724,4,34,25,6,6,14,22
39MIL43108,1/8/2018,MIL,FALSE,IND,1,2018,39,0,0,0,-13,96,109,34,74,0.459,7,27,0.259,21,27,0.778,5,34,18,11,4,17,24,44,79,0.557,7,22,0.318,14,20,0.7,8,40,30,9,5,16,23
40MIL43110,1/10/2018,MIL,FALSE,ORL,1,2018,40,1,0,1,7,110,103,45,82,0.549,4,19,0.211,16,25,0.64,11,47,20,4,9,14,21,39,90,0.433,8,29,0.276,17,18,0.944,8,34,26,6,4,8,21
41MIL43112,1/12/2018,MIL,FALSE,GSW,1,2018,41,1,0,0,-14,94,108,36,85,0.424,11,28,0.393,11,12,0.917,8,33,21,9,6,12,20,44,79,0.557,5,15,0.333,15,18,0.833,10,43,28,7,3,11,13
42MIL43114,1/14/2018,MIL,FALSE,MIA,1,2018,42,0,0,0,-18,79,97,25,79,0.316,4,28,0.143,25,27,0.926,8,40,9,8,1,15,23,35,76,0.461,11,29,0.379,16,20,0.8,3,49,23,8,8,13,18
43MIL43115,1/15/2018,MIL,FALSE,WAS,1,2018,43,0,1,0,9,104,95,38,81,0.469,8,16,0.5,20,29,0.69,15,44,21,14,6,17,25,32,76,0.421,6,21,0.286,25,31,0.806,11,39,19,10,8,23,22
44MIL43117,1/17/2018,MIL,TRUE,MIA,1,2018,44,1,0,0,-5,101,106,33,76,0.434,11,28,0.393,24,32,0.75,5,38,23,6,4,9,25,38,82,0.463,10,24,0.417,20,27,0.741,10,46,28,4,7,15,28
45MIL43120,1/20/2018,MIL,TRUE,PHI,1,2018,45,0,0,0,-22,94,116,33,82,0.402,10,32,0.313,18,22,0.818,8,35,20,10,3,17,20,45,85,0.529,10,25,0.4,16,19,0.842,11,45,32,9,4,16,18
46MIL43122,1/22/2018,MIL,TRUE,PHO,1,2018,46,1,0,0,4,109,105,38,71,0.535,5,17,0.294,28,37,0.757,8,32,20,14,5,17,22,39,79,0.494,9,26,0.346,18,20,0.9,9,34,31,12,2,21,26
47MIL43126,1/26/2018,MIL,TRUE,BRK,1,2018,47,1,0,0,25,116,91,43,83,0.518,12,23,0.522,18,20,0.9,3,44,28,9,6,9,17,33,89,0.371,8,34,0.235,17,20,0.85,11,45,18,5,2,14,19
48MIL43128,1/28/2018,MIL,TRUE,CHI,1,2018,48,0,0,0,14,110,96,41,77,0.532,13,28,0.464,15,25,0.6,7,43,28,11,4,14,16,36,87,0.414,12,34,0.353,12,15,0.8,10,41,25,8,2,16,18
49MIL43129,1/29/2018,MIL,TRUE,PHI,1,2018,49,1,1,1,12,107,95,38,80,0.475,11,28,0.393,20,22,0.909,8,42,26,6,8,9,19,36,82,0.439,2,26,0.077,21,23,0.913,10,43,22,5,4,14,17
50MIL43132,2/1/2018,MIL,TRUE,MIN,2,2018,50,0,0,0,-19,89,108,32,85,0.376,6,29,0.207,19,25,0.76,15,43,19,6,1,15,21,42,78,0.538,7,19,0.368,17,20,0.85,4,39,27,8,7,13,15
51MIL43133,2/2/2018,MIL,TRUE,NYK,2,2018,51,1,1,0,2,92,90,33,76,0.434,7,24,0.292,19,26,0.731,4,36,18,10,8,11,21,36,89,0.404,5,25,0.2,13,17,0.765,18,57,24,7,4,18,21
52MIL43135,2/4/2018,MIL,TRUE,BRK,2,2018,52,0,0,0,15,109,94,42,81,0.519,8,19,0.421,17,21,0.81,14,54,19,3,7,13,16,37,90,0.411,9,29,0.31,11,14,0.786,11,36,25,5,1,9,19
53MIL43137,2/6/2018,MIL,TRUE,NYK,2,2018,53,0,0,0,14,103,89,37,82,0.451,8,26,0.308,21,27,0.778,8,43,23,11,6,14,17,37,89,0.416,5,23,0.217,10,15,0.667,11,47,20,5,6,17,19
54MIL43140,2/9/2018,MIL,TRUE,MIA,2,2018,54,0,0,0,-6,85,91,32,76,0.421,6,20,0.3,15,17,0.882,2,37,18,9,9,17,20,32,88,0.364,10,26,0.385,17,18,0.944,13,51,16,7,7,16,21
55MIL43141,2/10/2018,MIL,TRUE,ORL,2,2018,55,0,1,0,7,111,104,43,82,0.524,9,25,0.36,16,20,0.8,8,41,28,7,4,12,16,37,83,0.446,8,30,0.267,22,26,0.846,10,41,23,7,3,12,14
56MIL43144,2/13/2018,MIL,TRUE,ATL,2,2018,56,1,0,0,5,97,92,38,88,0.432,8,25,0.32,13,17,0.765,14,48,23,6,10,10,18,33,86,0.384,12,35,0.343,14,20,0.7,14,50,21,7,6,12,14
57MIL43146,2/15/2018,MIL,TRUE,DEN,2,2018,57,1,0,0,-11,123,134,49,92,0.533,9,26,0.346,16,22,0.727,11,40,27,9,5,16,20,47,85,0.553,24,40,0.6,16,20,0.8,8,34,37,9,6,18,23
58MIL43154,2/23/2018,MIL,TRUE,TOR,2,2018,58,0,0,0,3,122,119,43,90,0.478,13,26,0.5,23,27,0.852,13,51,21,6,3,18,24,43,90,0.478,9,34,0.265,24,26,0.923,5,37,23,7,8,12,21
59MIL43156,2/25/2018,MIL,TRUE,NOP,2,2018,59,1,0,0,-2,121,123,44,96,0.458,7,25,0.28,26,29,0.897,9,44,21,10,3,13,19,51,107,0.477,10,30,0.333,11,14,0.786,11,50,22,8,7,15,24
60MIL43158,2/27/2018,MIL,TRUE,WAS,2,2018,60,1,0,0,-3,104,107,35,77,0.455,10,26,0.385,24,28,0.857,8,40,20,10,9,16,20,42,88,0.477,7,20,0.35,16,22,0.727,9,40,30,9,6,11,22
61MIL43159,2/28/2018,MIL,TRUE,DET,2,2018,61,0,1,0,-23,87,110,28,73,0.384,8,24,0.333,23,28,0.821,6,35,16,7,3,13,20,42,95,0.442,9,29,0.31,17,22,0.773,22,57,26,9,0,9,20
62MIL43161,3/2/2018,MIL,TRUE,IND,3,2018,62,1,0,0,-7,96,103,31,81,0.383,9,25,0.36,25,32,0.781,14,43,15,9,13,15,24,37,83,0.446,6,16,0.375,23,30,0.767,13,48,19,12,4,14,23
63MIL43163,3/4/2018,MIL,TRUE,PHI,3,2018,63,1,0,0,8,118,110,47,95,0.495,10,23,0.435,14,22,0.636,16,38,27,15,4,13,24,39,70,0.557,14,28,0.5,18,22,0.818,6,32,26,4,9,26,24
64MIL43164,3/5/2018,MIL,TRUE,IND,3,2018,64,0,1,1,-3,89,92,34,76,0.447,7,23,0.304,14,16,0.875,8,39,15,8,7,16,16,33,77,0.429,10,17,0.588,16,21,0.762,8,37,18,13,5,14,15
65MIL43166,3/7/2018,MIL,TRUE,HOU,3,2018,65,1,0,1,-11,99,110,38,83,0.458,9,28,0.321,14,19,0.737,6,38,21,9,3,13,22,39,82,0.476,14,40,0.35,18,27,0.667,12,47,22,9,5,16,21
66MIL43168,3/9/2018,MIL,TRUE,NYK,3,2018,66,1,0,0,8,120,112,41,73,0.562,8,18,0.444,30,39,0.769,6,42,29,8,6,14,16,47,98,0.48,7,28,0.25,11,14,0.786,11,39,24,6,5,11,26
